Restaurant ID,Restaurant Name,Country Code,City,Address,location,Locality Verbose,Longitude,Latitude,cuisine_type,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,rating,Rating color,Rating text,Votes
17375049,Hoka-Hoka Japanese Steak & Sushi,216,Gainesville,"617 North Grove Street, Dahlonega, GA 30533",Dahlonega,"Dahlonega, Gainesville",-83.989317,34.541044,"Chinese, Japanese, Thai",10,Dollar($),No,No,No,No,1,4.4,Green,Very Good,267
17375077,Shenanigan's Irish Pub,216,Gainesville,"87 N. Chestatee St., Dahlonega, GA 30533",Dahlonega,"Dahlonega, Gainesville",-83.986119,34.533198,"Bar Food, Seafood, Vegetarian",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,171
17375141,Fish Tales Lakeside Grille,216,Gainesville,"6330 Mitchell Street, Flowery Branch, GA 30542",Flowery Branch,"Flowery Branch, Gainesville",-83.938024,34.183573,Seafood,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,107
17375198,Antebellum,216,Gainesville,"5510 Church Street, Flowery Branch, GA 30542",Flowery Branch,"Flowery Branch, Gainesville",-83.926217,34.185707,"American, Southern",40,Dollar($),No,No,No,No,3,4.3,Green,Very Good,164
17375180,Moonie's Texas Barbecue,216,Gainesville,"5545 Atlanta Highway, Flowery Branch, GA 30542",Flowery Branch,"Flowery Branch, Gainesville",-83.927794,34.180043,"BBQ, Sandwich",10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,182
17375072,Atlanta Highway Seafood Market,216,Gainesville,"227 Atlanta Highway Suite 900, Gainesville, GA 30501",Gainesville,"Gainesville, Gainesville",-83.838457,34.285102,"Sandwich, Seafood, Cajun",25,Dollar($),No,No,No,No,2,4.9,Dark Green,Excellent,681
17375047,Eat at Thai,216,Gainesville,"975 Dawsonville Hwy, Gainesville, GA 30501",Gainesville,"Gainesville, Gainesville",-83.857993,34.300182,Thai,10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,357
17375074,Smoke House BBQ and Catering,216,Gainesville,"3205 Atlanta Hwy, Atlanta Highway, Gainesville, GA, Gainesville, GA 30507",Gainesville,"Gainesville, Gainesville",-83.860098,34.222755,BBQ,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,89
17374921,2 Dog,216,Gainesville,"317 Spring St SE, Gainesville, GA 30501",Gainesville,"Gainesville, Gainesville",-83.824023,34.300567,"American, European, Sandwich",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,350
17374819,Longstreet Cafe,216,Gainesville,"1043 Riverside Terrace, Gainesville, GA 30501",Gainesville,"Gainesville, Gainesville",-83.8272,34.3166,Southern,10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,298
17375089,Re-Cess,216,Gainesville,"118 Bradford St NE, Gainesville, GA 30501",Gainesville,"Gainesville, Gainesville",-83.82686,34.300332,"American, Southern",25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,319
17375214,Bodensee,216,Gainesville,"64 Munich Strasse, Helen, GA 30545",Helen,"Helen, Gainesville",-83.727741,34.701594,German,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,114
17374951,Hofer's Bakery & Cafe,216,Gainesville,"8758 N Main St, Helen, GA 30545",Helen,"Helen, Gainesville",-83.7345,34.7024,"German, Ice Cream",10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,136
17374978,Troll Tavern,216,Gainesville,"8590 N Main St Ste B, Helen, GA 30545",Helen,"Helen, Gainesville",-83.7334,34.7021,"Burger, German, Sandwich",25,Dollar($),No,No,No,No,2,2.2,Red,Poor,108
17375104,The Nacoochee Village Tavern & Pizzeria,216,Gainesville,"7275 S Main St., Helen, GA 30545",Helen,"Helen, Gainesville",-83.713498,34.691208,"Italian, Pizza, Sandwich",10,Dollar($),No,No,No,No,1,4,Green,Very Good,161
17557488,Burger Queen Drive In,216,Lakeview,"109 S F St, Lakeview, OR 97630",Lakeview,"Lakeview, Lakeview",-120.3458,42.1885,"Burger, Desserts, Sandwich",10,Dollar($),No,No,No,No,1,3.6,Yellow,Good,41
17452342,Blue Orchid Thai Restaurant,216,Lincoln,"129 N 10th St, Lincoln, NE 68508",Haymarket,"Haymarket, Lincoln",-96.7072,40.8143,Thai,25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,799
17501291,Emilio's Cuban Cafe,216,Macon,"402 Ga. Highway 247, Bonaire, GA 31005",Bonaire,"Bonaire, Macon",-83.594494,32.567741,"Coffee and Tea, Cuban, Latin American",25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,146
17500759,Ingleside Village Pizza,216,Macon,"2395 Ingleside Ave, Macon, GA 31204",Macon,"Macon, Macon",-83.657061,32.853896,"Pizza, Sandwich",10,Dollar($),No,No,No,No,1,4.9,Dark Green,Excellent,478
17500767,Jim Shaw's Seafood Grill & Bar,216,Macon,"3040 Vineville Ave, Macon, GA 31204",Macon,"Macon, Macon",-83.6737,32.8496,Seafood,25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,467
17500819,Mandarin Chinese Restaurant,216,Macon,"3086 Riverside Dr, Macon, GA 31210",Macon,"Macon, Macon",-83.6766,32.8899,"Chinese, Thai",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,302
17500911,Rookery,216,Macon,"543 Cherry St, Macon, GA 31201",Macon,"Macon, Macon",-83.6279,32.8361,"Burger, Desserts, Bar Food",25,Dollar($),No,No,No,No,2,4.5,Dark Green,Excellent,289
17501439,Dovetail,216,Macon,"543 Cherry St, Macon, GA 31201",Macon,"Macon, Macon",-83.627979,32.83641,,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,102
17501279,Bonefish Grill,216,Macon,"5080 Riverside Dr, Macon, GA 31210",Macon,"Macon, Macon",-83.713978,32.929278,"American, Seafood",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,293
17500695,Downtown Grill,216,Macon,"562 Mulberry St, Macon, GA 31201",Macon,"Macon, Macon",-83.6276,32.8375,Steak,70,Dollar($),No,No,No,No,4,4,Green,Very Good,195
17501298,Greek Corner Deli,216,Macon,"587 Cherry St, Macon, GA 31201",Macon,"Macon, Macon",-83.628703,32.83654,"Desserts, Greek, Sandwich",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,244
17500847,Natalia's,216,Macon,"201 North Macon St., Macon, GA 31210",Macon,"Macon, Macon",-83.787993,32.928495,"European, Italian, Mediterranean",70,Dollar($),No,No,No,No,4,4.2,Green,Very Good,379
17500872,Papouli's Mediterranean Cafe & Market,216,Macon,"121 Tom Hill Sr Blvd, Macon, GA 31210",Macon,"Macon, Macon",-83.6873,32.901,"Greek, Mediterranean, Vegetarian",10,Dollar($),No,No,No,No,1,4.2,Green,Very Good,223
17501315,Benson's Steak and Sushi,216,Macon,"1289 S Houston Lake Rd, Warner Robins, GA 31088",Warner Robins,"Warner Robins, Macon",-83.662421,32.556873,"American, Chinese, Sushi",25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,243
17501201,My Fathers Place,216,Macon,"2507 Moody Rd, Warner Robins, GA 31088",Warner Robins,"Warner Robins, Macon",-83.624,32.5786,Italian,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,104
17501247,Sushi Thai Restaurant,216,Macon,"2624 Watson Blvd Ste D, Warner Robins, GA 31093",Warner Robins,"Warner Robins, Macon",-83.6665,32.6184,"Japanese, Sushi, Thai",10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,153
17501281,The Mellow Mushroom,216,Macon,"710 Lake Joy Road, Warner Robins, GA 31088",Warner Robins,"Warner Robins, Macon",-83.691044,32.552684,"Pizza, Sandwich, Vegetarian",25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,323
17501143,El Jalisciense Mexican Restaurant,216,Macon,"1224 Russell Pkwy, Warner Robins, GA 31088",Warner Robins,"Warner Robins, Macon",-83.64935,32.594666,Mexican,10,Dollar($),No,No,No,No,1,4.1,Green,Very Good,181
17501292,Greek Village,216,Macon,"1801 Watson Blvd, Warner Robins, GA 31093",Warner Robins,"Warner Robins, Macon",-83.636618,32.6176839,"American, Greek, Seafood",25,Dollar($),No,No,No,No,2,4,Green,Very Good,316
17501308,Martin's BBQ,216,Macon,"102 S Armed Forces Boulevard, Warner Robins, GA 31088",Warner Robins,"Warner Robins, Macon",-83.600201,32.619321,BBQ,25,Dollar($),No,No,No,No,2,4.2,Green,Very Good,288
17501301,Thai Pepper,216,Macon,"1806 Russell Parkway, Warner Robins, GA 31088",Warner Robins,"Warner Robins, Macon",-83.665557,32.593264,"Japanese, Sushi, Thai",10,Dollar($),No,No,No,No,1,4,Green,Very Good,232
17621616,Archie's Waeside,216,Sioux City,"224 4th Ave NE, Le Mars, IA 51031",Le Mars,"Le Mars, Sioux City",-96.1608,42.7956,"Burger, Seafood, Steak",40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,100
17621696,Bob Roe's Pizza,216,Sioux City,"2320 Transit Ave, Sioux City, IA 51106",Sioux City,"Sioux City, Sioux City",-96.379,42.4765,"American, Pizza, Bar Food",10,Dollar($),No,No,No,No,1,3.6,Yellow,Good,92
17621744,Da Kao Restaurant,216,Sioux City,"800 W 7th St, Sioux City, IA 51103",Sioux City,"Sioux City, Sioux City",-96.4173,42.5026,"Asian, Vegetarian, Vietnamese",10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,182
17621759,Famous Dave's,216,Sioux City,"201 Pierce St, Sioux City, IA 51101",Sioux City,"Sioux City, Sioux City",-96.4051,42.492,BBQ,10,Dollar($),No,No,No,No,1,3.6,Yellow,Good,76
17621763,Fuji Bay Japanese Restaurant,216,Sioux City,"513 6th St, Sioux City, IA 51101",Sioux City,"Sioux City, Sioux City",-96.4046,42.4965,"Japanese, Sushi",40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,129
17621780,HuHot Mongolian Grill,216,Sioux City,"4229 S Lakeport St, Sioux City, IA 51106",Sioux City,"Sioux City, Sioux City",-96.3479,42.4391,"Asian, Chinese",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,94
17621781,Hunan Palace,216,Sioux City,"3523 Singing Hills Blvd, Sioux City, IA 51106",Sioux City,"Sioux City, Sioux City",-96.362,42.4375,Chinese,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,129
17621788,Jerry's Pizza,216,Sioux City,"1417 Morningside Ave, Sioux City, IA 51106",Sioux City,"Sioux City, Sioux City",-96.3596,42.4764,Pizza,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,178
17621793,Jim's Burgers,216,Sioux City,"800 Pierce St, Sioux City, IA 51101",Sioux City,"Sioux City, Sioux City",-96.4048,42.4985,Burger,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,97
17621796,Johnnie Mars,216,Sioux City,"2401 5th St, Sioux City, IA 51101",Sioux City,"Sioux City, Sioux City",-96.378049,42.495534,"American, Desserts, Diner",10,Dollar($),No,No,No,No,1,3.9,Yellow,Good,161
17621831,Miles Inn,216,Sioux City,"2622 Leech Ave, Sioux City, IA 51106",Sioux City,"Sioux City, Sioux City",-96.3755,42.4876,American,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,122
17621832,Milwaukee Wiener House,216,Sioux City,"301 Douglas St, Sioux City, IA 51101",Sioux City,"Sioux City, Sioux City",-96.4063904,42.4930681,"American, Fast Food",10,Dollar($),No,No,No,No,1,3.8,Yellow,Good,195
17621833,Minerva's Food & Cocktails,216,Sioux City,"2945 Hamilton Blvd, Sioux City, IA 51104",Sioux City,"Sioux City, Sioux City",-96.418,42.5212,"American, Seafood, Steak",40,Dollar($),No,No,No,No,3,3.7,Yellow,Good,146
17621834,Monterrey Mexican Restaurant,216,Sioux City,"3138 Singing Hills Blvd, Sioux City, IA 51106",Sioux City,"Sioux City, Sioux City",-96.3691,42.4351,Mexican,10,Dollar($),No,No,No,No,1,3.7,Yellow,Good,117
17621869,Rebos,216,Sioux City,"1107 4th St, Sioux City, IA 51101",Sioux City,"Sioux City, Sioux City",-96.3959487,42.4944454,"Caribbean, Mexican, Cajun",25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,187
17621960,Tokyo Japanese Steakhouse & Sushi Bar,216,Sioux City,"4567 Southern Hills Drive, Sioux City, IA 51106",Sioux City,"Sioux City, Sioux City",-96.349464,42.440592,"Japanese, Steak, Sushi",40,Dollar($),No,No,No,No,3,3.9,Yellow,Good,239
17621746,Diamond Thai Cuisine,216,Sioux City,"515 W 7th St, Sioux City, IA 51103",Sioux City,"Sioux City, Sioux City",-96.4136,42.5011,"Asian, Thai, Vegetarian",10,Dollar($),No,No,No,No,1,4,Green,Very Good,303
17621755,El Fredo Pizza,216,Sioux City,"523 W 19th St, Sioux City, IA 51103",Sioux City,"Sioux City, Sioux City",-96.4204,42.5106,Pizza,40,Dollar($),No,No,No,No,3,4,Green,Very Good,280
17621946,Trattoria Fresco,216,Sioux City,"416 Jackson St., Sioux City, IA 51101",Sioux City,"Sioux City, Sioux City",-96.4019631,42.4949153,Italian,25,Dollar($),No,No,No,No,2,4,Green,Very Good,271
17621552,Kahill's Steak-Fish Chophouse,216,Sioux City,"385 E 4th St, South Sioux City, IA 68776",South Sioux City,"South Sioux City, Sioux City",-96.4092028,42.485608,"American, Seafood, Steak",70,Dollar($),No,No,No,No,4,3.5,Yellow,Good,58
17096140,Rumba Island Bar & Grill,216,Tampa Bay,"1800 Gulf To Bay Blvd, Clearwater, FL 33765",Clearwater,"Clearwater, Tampa Bay",-82.762624,27.96076,"BBQ, Caribbean, Seafood",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,1321
17099925,Red Mesa Cantina,216,Tampa Bay,"128 3rd St S, St Petersburg, FL 33701",Downtown St Petersburg,"Downtown St Petersburg, Tampa Bay",-82.636924,27.770026,"Latin American, Mexican, Southwestern",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,1629
17092257,BellaBrava,216,Tampa Bay,"204 Beach Drive Northeast, St Petersburg, FL 33701",Downtown St Petersburg,"Downtown St Petersburg, Tampa Bay",-82.6329663,27.7737426,"American, Italian, Seafood",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,921
17092799,Ceviche Tapas Bar & Restaurant,216,Tampa Bay,"10 Beach Dr, St Petersburg, FL 33701",Downtown St Petersburg,"Downtown St Petersburg, Tampa Bay",-82.6333294,27.7711464,"Spanish, Tapas",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,986
17095222,The Moon Under Water,216,Tampa Bay,"332 Beach Dr NE, St Petersburg, FL 33701",Downtown St Petersburg,"Downtown St Petersburg, Tampa Bay",-82.632174,27.775462,"British, Bar Food, Sandwich",25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,1020
17092293,Bern's Steak House,216,Tampa Bay,"1208 S Howard Ave, Tampa, FL 33606",Hyde Park,"Hyde Park, Tampa Bay",-82.482962,27.931516,"American, Desserts, Steak",70,Dollar($),No,No,No,No,4,4.7,Dark Green,Excellent,3157
17102241,Boca Kitchen Bar Market,216,Tampa Bay,"901 W. Platt St., Tampa, FL 33606",Hyde Park,"Hyde Park, Tampa Bay",-82.46887,27.941942,Breakfast,40,Dollar($),No,No,No,No,3,3.9,Yellow,Good,665
17102579,Edison: Food+Drink Lab,216,Tampa Bay,"912 W Kennedy Blvd, Tampa, FL 33606",Hyde Park,"Hyde Park, Tampa Bay",-82.469306,27.944244,International,70,Dollar($),No,No,No,No,4,3.9,Yellow,Good,373
17092801,Ceviche Tapas Bar & Restaurant,216,Tampa Bay,"2500 W Azeele St, Tampa, FL 33609",Hyde Park,"Hyde Park, Tampa Bay",-82.4852372,27.9410382,"Breakfast, Spanish, Tapas",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,1007
17093273,Daily Eats,216,Tampa Bay,"901 S Howard Avenue, Tampa, FL 33606",Hyde Park,"Hyde Park, Tampa Bay",-82.483124,27.935039,"American, Burger",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,803
17096198,Salt Rock Grill,216,Tampa Bay,"19325 Gulf Blvd, Indian Shores, FL 33785",Indian Rocks/Indian Shores,"Indian Rocks/Indian Shores, Tampa Bay",-82.843253,27.848357,"American, Seafood, Steak",40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,1363
17095098,Mazzaro's Italian Market,216,Tampa Bay,"2909 22nd Ave N, St Petersburg, FL 33713",Kenwood,"Kenwood, Tampa Bay",-82.673621,27.792047,"Italian, Deli",10,Dollar($),No,No,No,No,1,4.9,Dark Green,Excellent,1424
17093135,Conch Republic Grill,216,Tampa Bay,"16699 Gulf Blvd, North Redington Beach, FL 33708",Madeira Beach/Redington Beach,"Madeira Beach/Redington Beach, Tampa Bay",-82.820856,27.816086,"Sandwich, Seafood, Steak",40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,844
17095236,Mr. Dunderbak's Biergarten and Marketplatz,216,Tampa Bay,"14929 Bruce B Downs Blvd, Tampa, FL 33612",New Tampa,"New Tampa, Tampa Bay",-82.41294,28.082909,"European, German",40,Dollar($),No,No,No,No,3,4.9,Dark Green,Excellent,1413
17095979,Red Mesa Restaurant,216,Tampa Bay,"4912 4th St N, St Petersburg, FL 33703",Northeast St Petersburg,"Northeast St Petersburg, Tampa Bay",-82.638843,27.816848,"Breakfast, Mexican",40,Dollar($),No,No,No,No,3,4.5,Dark Green,Excellent,1203
17099856,Datz,216,Tampa Bay,"2616 S Macdill Avenue, Tampa, FL 33629",Palma Ceia,"Palma Ceia, Tampa Bay",-82.4932815,27.9219315,"Desserts, Bar Food",40,Dollar($),No,No,No,No,3,4.7,Dark Green,Excellent,3074
17100307,Ella's Americana Folk Art Cafe,216,Tampa Bay,"5119 N Nebraska Ave, Tampa, FL 33603",Seminole Heights,"Seminole Heights, Tampa Bay",-82.451041,27.993645,"International, Italian, Southern",40,Dollar($),No,No,No,No,3,4.8,Dark Green,Excellent,1715
17093600,Taco Bus,216,Tampa Bay,"913 E Hillsborough Ave, Tampa, FL 33604",Seminole Heights,"Seminole Heights, Tampa Bay",-82.449897,27.995964,"Mexican, Vegetarian",10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,1868
17100547,The Refinery,216,Tampa Bay,"5137 N. Florida Ave., Tampa, FL 33603",Seminole Heights,"Seminole Heights, Tampa Bay",-82.459339,27.99384,"Seafood, Steak",40,Dollar($),No,No,No,No,3,4,Green,Very Good,875
17093124,Columbia Restaurant,216,Tampa Bay,"2117 E 7th Ave, Tampa, FL 33605",Ybor City,"Ybor City, Tampa Bay",-82.4351499,27.959884,"Cuban, Spanish",40,Dollar($),No,No,No,No,3,4.4,Green,Very Good,1746
17678326,La Jalisco Supermercato,216,Valdosta,"1300 N. Ashley St., Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.281,30.8465,Mexican,10,Dollar($),No,No,No,No,1,3.5,Yellow,Good,46
17678229,Masato Japanese,216,Valdosta,"1337 Baytree Rd, Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.310343,30.846763,"Japanese, Sushi",25,Dollar($),No,No,No,No,2,3.9,Yellow,Good,262
17678097,Mom & Dad's Italian Restaurant,216,Valdosta,"4143 N Valdosta Rd, Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.3283,30.8971,Italian,25,Dollar($),No,No,No,No,2,3.7,Yellow,Good,183
17678216,Mori's Japanese Steakhouse & Sushi Bar,216,Valdosta,"1709 Norman Dr, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.318958,30.841547,"Japanese, Steak, Sushi",70,Dollar($),No,No,No,No,4,3.5,Yellow,Good,208
17678233,Passage 2 India,216,Valdosta,"2910 N Ashley St Ste E, Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.289338,30.87114,"Indian, Middle Eastern",25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,245
17678148,Rodeo Mexican Restaurant,216,Valdosta,"2801 N Ashley St, Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.2868,30.868,Mexican,25,Dollar($),No,No,No,No,2,3.8,Yellow,Good,199
17678291,Steel Magnolias,216,Valdosta,"132 N. Patterson St, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.2796,30.8316,Southern,40,Dollar($),No,No,No,No,3,3.8,Yellow,Good,225
17678218,Smok'n Pig B-B-Q,216,Valdosta,"4228 N Valdosta Rd, Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.332796,30.897087,BBQ,25,Dollar($),No,No,No,No,2,4.1,Green,Very Good,575
17558738,Blue House Cafe,216,Vernonia,"919 Bridge St, Vernonia, OR 97064",Vernonia,"Vernonia, Vernonia",-123.1954368,45.858667,"Coffee and Tea, Mediterranean",10,Dollar($),No,No,No,No,1,4.3,Green,Very Good,88
